Province,Year,T2M_mean,T2M_std,T2M_max,T2M_min,T2M_MAX_max,T2M_MIN_min,RH2M_mean,RH2M_std,CLOUD_AMT_mean,PRECTOTCORR_sum,PRECTOTCORR_max,PRECTOTCORR_std,GWETPROF_mean,CLRSKY_SFC_SW_DWN_mean,hot_day_sum,cold_day_sum,rainy_day_sum,heavy_rain_sum,dry_day_sum,GDD_sum,rain_intensity,dry_ratio,hot_ratio,PRECTOTCORR_sum_lag1,T2M_mean_lag1,GDD_sum_lag1,Commodity,Yield,Elevation,Landcover,Lat,Lon,Ndvi_mean,Soil_clay,Soil_ph,Soil_sand,Soil_soc
Bắc Ninh,2018,23.558027397260275,5.355588582516528,30.84,7.09,35.89,3.33,83.60638356164384,6.662212455148154,80.9626301369863,1949.65,80.09,10.535699655393644,0.796027397260274,21.807369863013697,6,29,172,29,46,4954.93,11.269653179190753,0.1260273972602739,0.0164383561643835,2047.74,23.67457534246575,4991.28,Lúa mùa,5.74006116207951,6.0,50,21.1212,106.088,0.3873540697674418,25,5.5,45,0.6
Hòa Bình,2015,23.91909589041096,5.304901631811599,32.44,10.4,38.77,5.43,82.98123287671233,5.74694733711904,77.77780821917808,1489.93,54.62,8.066667210819464,0.6967123287671233,21.65046575342466,26,26,167,16,65,5080.47,8.868630952380952,0.1780821917808219,0.0712328767123287,1444.56,23.02202739726028,4754.68,Lúa đông xuân,5.493902439024391,28.0,50,20.8172,105.3376,0.2956313953488372,32,6.1,37,0.6
Bắc Kạn,2014,20.533424657534248,5.803509221450092,28.7,6.25,36.54,0.73,83.37627397260275,6.711511910332509,80.54087671232877,1440.18,95.93,8.8265044396529,0.7980273972602739,21.520438356164384,1,66,160,12,68,3878.71,8.945217391304348,0.1863013698630137,0.0027397260273972,1525.7,20.39276712328767,3858.7,Ngô,3.8614457831325297,248.0,10,22.2572,105.8589,0.6697401162790698,33,6.1,34,0.4
Ninh Thuận,2019,24.813068493150688,1.661713635628676,27.71,19.95,32.75,16.67,84.88846575342465,3.650811042219815,65.08219178082192,1796.43,99.76,10.564723673544858,0.7516712328767123,24.742821917808214,0,0,205,18,46,5406.77,8.720533980582525,0.1260273972602739,0.0,2006.21,24.65350684931507,5348.53,Lúa,5.918918918918919,11.0,50,11.5647,108.9882,0.3639214492753623,33,6.7,39,0.4
Lâm Đồng,2018,25.785561643835614,1.8678766591799827,31.4,21.76,41.13,14.27,77.95221917808219,14.142765002991853,75.88520547945205,1479.89,68.36,7.255026342382346,0.6274794520547945,24.19572602739726,66,0,164,17,100,5761.73,8.969030303030303,0.273972602739726,0.1808219178082191,1254.08,25.78158904109589,5760.28,Mía,64.49864498644986,844.0,10,11.5714,107.8091,0.6304655072463768,41,5.4,34,0.4
Quảng Ngãi,2018,24.773232876712328,2.6049655590336127,28.38,14.76,35.37,13.41,85.25687671232876,4.032291784018313,72.64016438356164,3031.34,88.25,14.048904509752022,0.9006849315068494,23.424931506849315,1,0,261,39,5,5392.23,11.57,0.0136986301369863,0.0027397260273972,3743.7,24.96350684931507,5461.68,Lúa thu đông,8.662374868408294,10.0,50,15.12,108.8,0.3424921739130435,32,6.0,42,0.4
Cà Mau,2019,28.05356164383561,1.4591480747406236,32.15,23.96,37.15,20.11,78.82945205479452,8.329426007296007,70.95665753424657,1841.13,47.24,6.974602372882801,0.8127945205479452,23.90254794520548,35,0,228,19,20,6589.55,8.039868995633189,0.0547945205479452,0.0958904109589041,1884.38,27.7387397260274,6474.64,Lúa mùa,3.718604651162791,6.0,50,9.1769,105.1478,0.2171542028985507,35,4.9,39,0.0
Long An,2019,27.71504109589041,1.708742649030038,32.86,23.03,40.6,16.83,79.24906849315069,11.22739152957992,70.53049315068493,1773.93,53.19,8.1584499271005,0.7650684931506849,24.097342465753428,94,0,195,25,92,6465.99,9.050663265306122,0.2520547945205479,0.2575342465753424,1728.66,27.546684931506853,6404.54,Khoai lang,11.11111111111111,3.0,50,10.5333,106.4,0.4158046376811594,31,5.7,42,0.2
Tây Ninh,2019,27.987835616438357,2.2544850232717293,33.65,21.77,41.57,15.87,75.29613698630138,14.845203859110375,66.7287397260274,1538.92,54.52,8.772853198847695,0.6335342465753425,23.98139726027397,109,0,162,22,93,6565.56,9.441226993865032,0.2547945205479452,0.2986301369863013,1417.87,27.973698630136987,6560.4,Sắn,31.95984703632887,9.0,10,11.3,106.1,0.5448489855072464,43,5.4,26,0.4
Vĩnh Long,2014,28.20610958904109,1.756131859752101,33.25,23.63,41.18,17.5,72.97317808219178,10.755410332037874,72.33895890410959,954.02,30.56,4.44773796002098,0.643041095890411,23.43010958904109,116,0,160,4,106,6645.23,5.925590062111801,0.2904109589041095,0.3178082191780822,1053.24,27.82038356164384,6504.44,Lúa hè thu,5.4869418702611625,3.0,50,10.25,105.9667,0.3191173913043478,37,6.2,30,0.2
Bình Định,2010,27.20695890410959,1.9794987185845605,30.49,21.94,33.89,21.49,81.21098630136986,4.004733684239177,62.3327397260274,2094.02,124.18,15.288333877806814,0.6590136986301369,23.356109589041093,0,0,149,28,46,6280.54,13.960133333333332,0.1260273972602739,0.0,1776.97,26.67427397260274,6086.11,Lúa đông xuân,6.19496855345912,27.0,10,13.782,109.2197,0.3502385507246376,31,6.1,43,0.2
Hải Dương,2009,23.604575342465758,5.148120498596714,30.4,9.46,35.69,4.09,82.03443835616439,7.369573102928274,72.51093150684932,1359.44,54.3,7.582808533164991,0.7346301369863013,21.563561643835616,2,29,144,17,98,4966.21,9.37544827586207,0.2684931506849315,0.0054794520547945,1776.3,22.794590163934423,4690.22,Khoai lang,9.846153846153848,8.0,50,20.9405,106.333,0.2669593023255814,26,6.2,42,0.6
Bắc Ninh,2013,23.10969863013699,5.473719797853215,31.18,8.69,37.01,3.03,83.26621917808218,6.017566542605572,75.8638904109589,1970.75,89.12,10.781316068919027,0.7808493150684931,21.13076712328767,4,31,156,33,74,4789.91,12.552547770700636,0.2027397260273972,0.010958904109589,1817.15,23.51565573770492,4949.02,Lúa,5.851034482758621,6.0,50,21.1212,106.088,0.3873540697674418,25,5.5,45,0.6
Hà Tĩnh,2008,24.209398907103825,5.494091488274744,32.65,10.01,39.73,8.3,79.7537431693989,8.9478595545432,80.39707650273225,1405.84,98.57,10.137659447637713,0.6982786885245902,22.32013661202186,54,4,161,18,43,5200.64,8.678024691358024,0.1178082191780822,0.147945205479452,0.0,0.0,0.0,Ngô,2.489795918367347,8.0,50,18.344,105.903,0.3118736231884058,31,5.5,39,0.6
Bắc Giang,2020,22.663278688524592,5.331897414867229,30.59,8.09,35.14,2.99,84.7367213114754,6.193729676288903,83.33128415300547,1810.43,184.17,13.767868697603006,0.7893715846994536,21.33150273224044,1,32,174,21,53,4637.53,10.345314285714286,0.1452054794520547,0.0027397260273972,1569.83,23.307068493150684,4860.4800000000005,Lúa mùa,5.577220077220077,14.0,50,21.2731,106.1946,0.2863296511627907,24,6.1,45,0.2
Lâm Đồng,2011,25.378465753424656,1.620356036054021,29.84,21.19,38.23,15.57,77.37616438356164,13.366005451560516,79.52901369863014,1162.45,40.62,5.777471810476361,0.5873698630136986,24.007397260273976,44,0,158,10,104,5613.14,7.311006289308176,0.284931506849315,0.1205479452054794,1123.29,26.48635616438356,6017.52,Khoai lang,12.826086956521738,844.0,10,11.5714,107.8091,0.6304655072463768,41,5.4,34,0.4
Bình Thuận,2011,25.57323287671233,1.173916598032386,28.93,22.11,32.97,18.23,82.65843835616438,6.594958741063295,71.64969863013698,1367.93,43.87,6.338728760695709,0.6550410958904109,24.0542191780822,0,0,170,13,81,5684.23,7.999590643274854,0.2219178082191781,0.0,1334.5,26.411342465753425,5990.14,Lúa đông xuân,6.131410256410256,9.0,50,10.9333,108.1,0.2803927536231884,28,6.4,42,0.2
Bình Định,2009,26.67427397260274,2.0325872192488275,30.18,21.66,33.52,20.92,82.40536986301369,4.470956911080409,63.10819178082192,1776.97,157.16,15.07181450665302,0.7483013698630137,23.49778082191781,0,0,149,21,16,6086.11,11.846466666666666,0.0438356164383561,0.0,1859.76,26.52912568306011,6049.66,Lúa,5.3008771929824565,27.0,10,13.782,109.2197,0.3502385507246376,31,6.1,43,0.2
Cần Thơ,2018,27.07284931506849,1.4731640060665807,31.36,22.49,39.81,17.83,83.01134246575343,8.531409041055396,78.68969863013699,2112.46,42.15,8.523867481389125,0.7915342465753425,23.39232876712329,58,0,212,29,31,6231.59,9.917652582159624,0.084931506849315,0.1589041095890411,1885.86,27.010520547945205,6208.84,Khoai lang,10.0,3.0,50,10.0333,105.7833,0.1738290697674418,36,6.2,35,0.4
Bắc Giang,2012,22.564590163934422,5.638382331043737,31.47,7.21,40.05,2.85,82.53775956284153,7.513504547355206,81.41942622950819,1661.13,66.49,9.703224402559318,0.7150273224043715,21.015054644808743,9,44,158,20,41,4609.25,10.44735849056604,0.1123287671232876,0.0246575342465753,1458.16,21.51512328767123,4221.73,Lúa đông xuân,5.93984962406015,14.0,50,21.2731,106.1946,0.2863296511627907,24,6.1,45,0.2
Lâm Đồng,2017,25.78158904109589,1.7689306373850833,30.36,19.02,39.4,15.77,78.55915068493151,13.164402846261572,80.93767123287671,1254.08,45.7,6.201529825027532,0.5963561643835616,24.300986301369864,59,0,166,10,72,5760.28,7.509461077844311,0.1972602739726027,0.1616438356164383,1185.0,26.60784153005464,6078.47,Lúa,5.0,844.0,10,11.5714,107.8091,0.6304655072463768,41,5.4,34,0.4
Điện Biên,2016,21.11087431693989,5.167902391095105,29.8,1.55,37.0,-0.08,78.19745901639344,11.837940159687546,67.73450819672132,1645.31,64.63,8.074655511791468,0.7117486338797814,22.37568306010929,16,66,184,19,74,4095.73,8.893567567567567,0.2027397260273972,0.0438356164383561,1284.34,21.44394520547945,4187.17,Lúa đông xuân,5.822222222222222,498.0,10,21.3833,103.0167,0.4917087209302325,35,5.9,38,0.4
Đồng Tháp,2022,26.954465753424657,1.345393464264858,30.47,22.1,38.48,17.2,84.32156164383561,7.282282505412336,79.71693150684932,2421.37,85.76,9.89508209457036,0.8052054794520548,23.548383561643835,24,0,226,35,54,6188.38,10.6668281938326,0.147945205479452,0.0657534246575342,2450.43,26.96202739726027,6191.14,"Cam, quýt",0.1929515005189316,8.0,50,10.45,105.6333,0.3344547826086956,33,6.1,41,0.2
Kiên Giang,2017,27.55238356164384,1.3853087352777134,30.9,21.45,37.29,17.71,82.03975342465753,6.880270462876456,83.61950684931506,1796.58,34.66,6.047654556976931,0.8164109589041096,24.005150684931504,25,0,237,12,12,6406.62,7.548655462184874,0.0328767123287671,0.0684931506849315,1803.49,28.3029781420765,6698.89,Lúa hè thu,5.4554099203289645,8.0,40,9.9167,105.15,0.5305359420289855,39,5.1,27,0.8
Đắk Nông,2022,23.55641095890411,1.8031297564404252,28.66,18.24,36.25,14.18,84.4525205479452,9.339881561638157,77.42621917808219,2389.79,77.96,11.316793229419757,0.8354246575342466,24.207561643835614,9,0,200,42,74,4948.09,11.889502487562188,0.2027397260273972,0.0246575342465753,2287.36,23.57917808219178,4956.4,Sắn,23.742857142857144,601.0,10,12.0,107.6833,0.4546028985507246,37,6.0,35,0.4
Hải Dương,2023,24.19580821917808,5.199829003574614,31.66,9.41,39.17,3.68,82.49391780821918,6.757628716668802,75.65802739726027,1578.02,105.26,10.116615850656665,0.7427397260273974,21.5832602739726,18,27,160,20,53,5182.21,9.80136645962733,0.1452054794520547,0.0493150684931506,2101.15,23.267698630136984,4846.42,Ngô,6.352941176470588,8.0,50,20.9405,106.333,0.2669593023255814,26,6.2,42,0.6
Bình Định,2015,27.141397260273973,2.367209134456896,31.2,20.83,34.67,20.25,79.46145205479452,4.316072928381419,53.24660273972602,685.18,41.9,4.511327668662057,0.574931506849315,23.577424657534248,0,0,114,8,29,6256.61,5.958086956521739,0.0794520547945205,0.0,1151.74,26.92821917808219,6178.8,Lúa hè thu,6.1442080378250585,27.0,10,13.782,109.2197,0.3502385507246376,31,6.1,43,0.2
Kiên Giang,2012,27.642677595628413,1.114055378417789,30.88,25.61,37.07,21.73,80.95549180327869,7.973650315038177,77.35469945355192,1469.83,53.73,6.813651854946742,0.7797267759562841,23.77374316939891,31,0,198,10,62,6457.22,7.38608040201005,0.1698630136986301,0.084931506849315,1401.59,27.40772602739726,6353.82,Sắn,24.6,8.0,40,9.9167,105.15,0.5305359420289855,39,5.1,27,0.8
Đắk Lắk,2012,24.882841530054648,1.6809213429306702,28.61,18.76,36.16,15.44,71.78248633879781,7.446046710127583,74.65967213114753,584.05,68.59,4.670711346424963,0.4979234972677596,24.60360655737705,16,0,110,4,80,5447.12,5.261711711711711,0.2191780821917808,0.0438356164383561,555.39,23.90167123287672,5074.11,Lúa đông xuân,6.342424242424243,454.0,50,12.6667,108.0333,0.3828982608695652,38,6.5,35,0.4
Thừa Thiên Huế,2009,24.95317808219178,3.107703523621116,30.0,16.17,35.04,14.64,84.83605479452055,4.790361006063944,70.27649315068493,2500.81,212.7,19.48214506185213,0.8166027397260274,23.041479452054794,1,0,171,27,32,5457.91,14.539593023255811,0.0876712328767123,0.0027397260273972,2197.78,24.55964480874317,5328.83,Ngô,3.5625,10.0,50,16.4637,107.5908,0.2893765217391304,32,5.8,38,0.6
Khánh Hòa,2022,26.94838356164384,1.5130514127917194,29.78,23.22,30.74,22.59,83.56109589041095,3.9135118716251776,74.95408219178083,2374.05,124.65,11.731748265140023,0.8063287671232877,23.936575342465755,0,0,241,31,2,6186.16,9.81012396694215,0.0054794520547945,0.0,2423.61,26.735945205479453,6108.62,Lúa thu đông,7.945695963695298,11.0,50,12.2467,109.1917,0.2332223188405797,27,6.3,44,0.2
Hòa Bình,2015,23.91909589041096,5.304901631811599,32.44,10.4,38.77,5.43,82.98123287671233,5.74694733711904,77.77780821917808,1489.93,54.62,8.066667210819464,0.6967123287671233,21.65046575342466,26,26,167,16,65,5080.47,8.868630952380952,0.1780821917808219,0.0712328767123287,1444.56,23.02202739726028,4754.68,Khoai lang,5.428571428571429,28.0,50,20.8172,105.3376,0.2956313953488372,32,6.1,37,0.6
Tuyên Quang,2018,23.372000000000003,5.486217155866028,31.37,8.42,36.63,4.45,81.43772602739726,7.243998313989622,82.58334246575342,2058.59,75.17,9.4407743355189,0.8633150684931508,21.7512602739726,18,28,204,24,31,4885.53,10.04190243902439,0.084931506849315,0.0493150684931506,2060.4,23.40052054794521,4891.19,Lạc,2.8868924211011286,42.0,50,21.8235,105.2131,0.370853488372093,31,6.5,32,0.4
Bình Dương,2021,26.908027397260277,1.8206429094259304,32.01,20.82,40.26,14.68,81.51093150684932,10.661571344108488,76.50649315068493,1847.94,47.51,8.280928346307691,0.7414246575342466,24.10821917808219,57,0,195,28,80,6171.43,9.42826530612245,0.2191780821917808,0.1561643835616438,1999.48,28.03158469945355,6599.56,Lúa đông xuân,4.95,58.0,10,11.197,106.7081,0.6092527536231884,26,5.3,52,0.4
Bình Dương,2014,28.002082191780826,1.891671173431258,33.25,23.5,41.1,16.94,72.51293150684931,12.763027449604648,68.50956164383562,1070.81,49.33,6.618344538495057,0.5801643835616438,23.907780821917807,120,0,128,12,123,6570.76,8.300852713178294,0.336986301369863,0.3287671232876712,1012.22,27.651342465753423,6442.74,Sắn,17.956521739130434,58.0,10,11.197,106.7081,0.6092527536231884,26,5.3,52,0.4
Trà Vinh,2022,27.056,1.09213617675244,30.05,22.64,37.08,18.75,84.18164383561644,6.45483118617592,78.3346301369863,2318.26,87.91,9.07898887411842,0.7978082191780822,24.29482191780822,8,0,242,24,33,6225.44,9.540164609053498,0.0904109589041095,0.021917808219178,2237.5,27.01964383561644,6212.17,Lúa,5.311557788944723,6.0,50,9.9414,106.3364,0.441956231884058,32,5.8,36,0.4
Vĩnh Long,2021,27.16945205479452,1.6678334390009948,33.11,21.71,41.06,15.79,81.9569589041096,10.968996308324774,78.65517808219178,2268.39,69.31,9.695866529689525,0.8111506849315069,23.665068493150685,58,0,213,34,69,6266.85,10.599953271028037,0.1890410958904109,0.1589041095890411,2726.06,27.96415300546448,6574.88,Mía,69.23076923076923,3.0,50,10.25,105.9667,0.3191173913043478,37,6.2,30,0.2
Hà Nam,2012,22.949918032786886,5.351737830040081,30.63,8.21,38.44,4.85,85.10281420765027,5.599769320436242,80.78218579234972,1778.88,72.12,10.45152903025628,0.8092896174863388,21.59680327868853,11,28,156,29,52,4744.79,11.330445859872611,0.1424657534246575,0.0301369863013698,1672.23,21.65841095890411,4265.57,Lúa,6.152173913043479,6.0,50,20.5451,105.9135,0.2984313953488372,25,5.4,42,0.4
Bạc Liêu,2017,27.12964383561644,1.394255338781782,31.44,21.16,38.44,17.36,83.63504109589041,6.791612701631758,83.61950684931506,2039.32,70.62,7.7498952125891165,0.8158082191780821,24.005150684931504,22,0,238,17,25,6252.32,8.532719665271966,0.0684931506849315,0.0602739726027397,1999.14,27.76527322404372,6502.09,Lúa,5.896456256921373,4.0,50,9.2825,105.7261,0.295888115942029,31,5.5,44,0.2
Điện Biên,2016,21.11087431693989,5.167902391095105,29.8,1.55,37.0,-0.08,78.19745901639344,11.837940159687546,67.73450819672132,1645.31,64.63,8.074655511791468,0.7117486338797814,22.37568306010929,16,66,184,19,74,4095.73,8.893567567567567,0.2027397260273972,0.0438356164383561,1284.34,21.44394520547945,4187.17,Khoai lang,11.5,498.0,10,21.3833,103.0167,0.4917087209302325,35,5.9,38,0.4
Bắc Ninh,2015,24.19421917808219,5.2047871303933375,32.14,11.19,38.02,6.0,83.0728493150685,5.732134030221081,79.16301369863014,1608.41,76.67,9.313503635333864,0.7085205479452055,21.222657534246576,21,21,166,20,53,5180.89,9.63119760479042,0.1452054794520547,0.0575342465753424,1433.13,23.36084931506849,4877.91,Ngô,4.861111111111111,6.0,50,21.1212,106.088,0.3873540697674418,25,5.5,45,0.6
Bình Dương,2008,26.866092896174862,1.67176185696861,31.65,21.72,40.03,17.53,79.64300546448088,10.956101408152607,78.18792349726776,1439.49,49.7,6.363341874997773,0.6633060109289618,23.878606557377047,57,0,190,9,86,6172.99,7.536596858638743,0.2356164383561644,0.1561643835616438,0.0,0.0,0.0,Khoai lang,6.666666666666667,58.0,10,11.197,106.7081,0.6092527536231884,26,5.3,52,0.4
Bình Định,2008,26.52912568306011,2.221131218773395,29.85,21.45,32.74,20.67,82.39027322404371,4.389742268677974,68.08513661202186,1859.76,80.98,11.29550925076971,0.6832513661202185,23.4420218579235,0,0,152,31,15,6049.66,12.155294117647058,0.0410958904109589,0.0,0.0,0.0,0.0,Sắn,21.287769784172664,27.0,10,13.782,109.2197,0.3502385507246376,31,6.1,43,0.2
Quảng Ngãi,2013,25.371013698630136,2.9891067452379847,30.35,17.36,38.15,15.48,79.81632876712328,7.097700269973672,72.38597260273973,1223.71,139.84,11.523032915377335,0.6166027397260274,23.07454794520548,35,0,145,9,32,5610.42,8.381575342465753,0.0876712328767123,0.0958904109589041,805.48,25.425874316939893,5645.87,Lúa hè thu,5.507374631268436,10.0,50,15.12,108.8,0.3424921739130435,32,6.0,42,0.4
Đắk Nông,2013,25.018356164383565,2.004509485981999,29.45,19.35,38.51,14.09,71.13153424657534,12.760269656459243,72.32956164383562,689.52,48.33,4.488856165533231,0.6415068493150685,24.20487671232877,44,0,111,3,146,5481.7,6.156428571428571,0.4,0.1205479452054794,892.83,24.97357923497268,5480.33,Khoai lang,12.556962025316457,601.0,10,12.0,107.6833,0.4546028985507246,37,6.0,35,0.4
Đà Nẵng,2023,25.819561643835616,3.134044594705326,30.26,16.74,36.35,15.06,84.6873698630137,4.874279736892909,72.69328767123288,3758.58,277.64,25.27450357558031,0.8536164383561644,22.90095890410959,9,0,235,45,14,5774.14,15.926186440677968,0.0383561643835616,0.0246575342465753,3262.14,25.23306849315069,5560.07,Khoai lang,8.960573476702509,9.0,50,16.0544,108.2022,0.2572008695652174,32,7.2,40,0.2
Tuyên Quang,2016,23.47483606557377,5.806967694818725,31.21,4.86,37.7,1.54,79.91158469945356,6.935935622632287,80.29699453551913,1590.54,59.62,8.450405996701875,0.7914207650273225,21.48560109289617,33,30,172,21,38,4946.88,9.193872832369944,0.1041095890410958,0.0904109589041095,1604.3,23.85956164383561,5058.74,Khoai lang,6.09375,42.0,50,21.8235,105.2131,0.370853488372093,31,6.5,32,0.4
Ninh Bình,2013,23.52717808219178,5.151785136418833,31.12,10.37,36.79,5.48,83.93386301369863,5.734235641110051,77.83386301369863,1836.89,78.69,10.13171063455512,0.7937534246575343,21.44380821917808,4,23,159,32,77,4937.42,11.4805625,0.210958904109589,0.010958904109589,1833.13,23.851202185792356,5069.54,Khoai lang,8.083333333333334,7.0,50,20.252,105.975,0.2851938953488372,28,5.9,42,0.2
Ninh Thuận,2010,25.46893150684932,1.830695150566256,29.2,20.36,35.37,18.15,80.37723287671233,6.521709373022474,68.3729589041096,1569.19,153.1,12.01116125136752,0.5998904109589042,24.588054794520545,1,0,156,18,62,5646.16,9.99484076433121,0.1698630136986301,0.0027397260273972,1131.79,24.75904109589041,5387.05,Khoai lang,12.5,11.0,50,11.5647,108.9882,0.3639214492753623,33,6.7,39,0.4
Phú Thọ,2023,23.998575342465752,5.495713279301554,32.77,9.63,39.85,5.09,79.9321095890411,7.518209556338018,77.52123287671233,1425.47,43.93,7.202628615746207,0.6936986301369863,21.7673698630137,37,29,170,23,70,5110.3,8.33608187134503,0.1917808219178082,0.1013698630136986,2118.36,22.88172602739726,4709.38,Lúa đông xuân,6.120786516853933,23.0,40,21.3232,105.213,0.3124348837209302,28,6.2,39,0.6
Thừa Thiên Huế,2015,25.770520547945203,3.4466689609081422,32.23,17.01,37.44,14.42,80.94446575342465,7.128264553992666,64.12671232876713,1491.48,153.26,11.205803019536798,0.676958904109589,23.075780821917807,28,0,155,22,65,5756.24,9.56076923076923,0.1780821917808219,0.0767123287671232,1573.22,25.33739726027397,5598.15,Khoai lang,4.8125,10.0,50,16.4637,107.5908,0.2893765217391304,32,5.8,38,0.6
Quảng Bình,2020,26.01125683060109,2.98458763442388,30.29,18.46,33.0,17.58,84.51669398907104,4.772475966263897,79.4036612021858,2928.71,252.55,23.97211646908416,0.7863661202185792,22.425628415300547,0,0,227,26,6,5860.12,12.845219298245617,0.0164383561643835,0.0,2580.63,26.418767123287672,5992.85,Sắn,17.714285714285715,10.0,50,17.4833,106.6,0.3955936231884058,33,6.1,41,1.0
Phú Yên,2017,26.6973698630137,1.8780996906422116,29.97,20.9,33.37,19.94,83.97167123287672,4.072998018493041,74.7145205479452,2459.09,244.9,15.448050474925283,0.8516164383561643,23.705917808219176,0,0,267,24,1,6094.54,9.17570895522388,0.0027397260273972,0.0,2497.35,26.95994535519126,6207.34,Lúa,6.579964850615114,49.0,50,13.0833,109.3,0.4346776811594203,32,5.9,40,0.2
Hà Giang,2010,19.70342465753425,5.100475150021194,28.49,6.39,36.19,1.87,76.92906849315068,10.906395679248435,78.47915068493151,1075.57,25.94,4.766705898646451,0.575068493150685,21.675205479452053,8,74,160,6,70,3557.95,6.68055900621118,0.1917808219178082,0.021917808219178,1016.14,19.258301369863013,3433.96,Chè,2.805994983668617,104.0,10,22.8233,104.9836,0.4433026162790697,32,6.1,33,0.6
Bình Thuận,2013,26.220767123287672,1.283966836984735,29.35,22.73,34.06,18.27,79.78972602739726,7.055076492876403,69.93227397260274,1012.48,39.76,5.66699246202556,0.5602191780821918,24.14167123287671,0,0,126,8,90,5920.58,7.972283464566929,0.2465753424657534,0.0,1472.81,25.8824043715847,5812.96,Lúa đông xuân,5.985119047619048,9.0,50,10.9333,108.1,0.2803927536231884,28,6.4,42,0.2
Hà Nội,2021,23.3813698630137,5.530371019454799,31.3,7.83,36.08,2.63,83.9992602739726,5.906377420341669,80.90616438356165,1832.52,61.01,9.433113680097408,0.8182739726027398,21.673890410958904,11,31,179,22,52,4891.45,10.180666666666667,0.1424657534246575,0.0301369863013698,1816.41,23.41188524590164,4909.57,Ngô,5.265151515151516,21.0,50,21.0285,105.8542,0.2404130813953488,31,5.7,40,0.8
Hưng Yên,2023,24.444630136986305,4.964407292585056,31.09,10.82,37.96,6.57,83.70780821917808,6.136102014320821,75.65802739726027,1676.55,143.85,11.325467199784368,0.7713424657534247,21.5832602739726,8,17,188,18,28,5272.29,8.87063492063492,0.0767123287671232,0.021917808219178,2198.57,23.6454794520548,4982.21,"Cam, quýt",1.2656754487978417,10.0,50,20.6464,106.0511,0.337490988372093,28,5.2,42,0.4
Nghệ An,2008,24.209398907103825,5.494091488274744,32.65,10.01,39.73,8.3,79.7537431693989,8.9478595545432,80.39707650273225,1405.84,98.57,10.137659447637713,0.6982786885245902,22.32013661202186,54,4,161,18,43,5200.64,8.678024691358024,0.1178082191780822,0.147945205479452,0.0,0.0,0.0,Khoai lang,6.409836065573771,9.0,50,18.6667,105.6667,0.3236889855072464,31,5.3,39,0.2
Hưng Yên,2022,23.6454794520548,5.00829675405093,30.05,8.55,34.02,6.49,84.83186301369864,6.10361798965178,78.02553424657535,2198.57,104.56,11.28154516065073,0.8573150684931508,21.99221917808219,0,13,197,30,40,4982.21,11.10388888888889,0.1095890410958904,0.0,1944.94,24.043780821917807,5126.57,Lạc,3.5596026490066226,10.0,50,20.6464,106.0511,0.337490988372093,28,5.2,42,0.4
Quảng Ngãi,2009,24.90304109589041,2.7346443027553304,29.6,17.01,36.58,16.11,84.2089589041096,4.899288971843272,66.3953698630137,1705.38,114.95,14.175759569606218,0.7928767123287671,23.252410958904107,7,0,148,20,40,5439.61,11.445503355704696,0.1095890410958904,0.0191780821917808,1653.14,24.629043715846997,5354.23,Lúa đông xuân,5.385245901639344,10.0,50,15.12,108.8,0.3424921739130435,32,6.0,42,0.4
Bến Tre,2008,26.976092896174865,1.2443083712864325,30.96,22.64,37.04,20.05,81.24699453551914,8.871297027066312,76.91131147540983,1474.86,34.27,5.680253071888668,0.7044262295081967,23.994918032786885,15,0,201,10,70,6213.25,7.301287128712872,0.1917808219178082,0.0410958904109589,0.0,0.0,0.0,Lúa đông xuân,5.742718446601942,3.0,50,10.2448,106.3735,0.4122165217391305,28,5.9,47,0.4
Phú Thọ,2018,23.262438356164385,5.521848594015234,30.81,6.79,36.03,2.73,81.91312328767124,6.793603495938893,82.58334246575342,2156.64,79.84,9.604690644833882,0.8184383561643837,21.7512602739726,8,29,204,26,34,4853.65,10.520195121951218,0.0931506849315068,0.021917808219178,2037.01,23.39810958904109,4890.31,Chè,7.471726387379596,23.0,40,21.3232,105.213,0.3124348837209302,28,6.2,39,0.6
Phú Yên,2019,27.087561643835613,1.9242117908658531,30.6,22.03,33.55,21.1,80.64923287671233,4.177984090235009,60.17764383561644,2230.48,166.78,15.766129173814203,0.7886027397260273,23.64128767123288,0,0,212,25,14,6236.96,10.47173708920188,0.0383561643835616,0.0,2163.9700000000003,26.73621917808219,6108.72,Lúa hè thu,6.481781376518219,49.0,50,13.0833,109.3,0.4346776811594203,32,5.9,40,0.2
Hà Nam,2013,22.56238356164384,5.492126638863258,31.03,8.0,38.04,2.48,84.61021917808219,5.478857661092341,77.83386301369863,1798.56,74.59,10.077356612268536,0.8152054794520548,21.44380821917808,8,32,153,30,85,4596.93,11.678961038961038,0.2328767123287671,0.021917808219178,1778.88,22.949918032786886,4744.79,Khoai lang,12.125,6.0,50,20.5451,105.9135,0.2984313953488372,25,5.4,42,0.4
Bình Định,2020,26.97191256830601,2.008008937655561,30.07,22.35,32.81,21.52,82.2774043715847,3.979058687525915,63.83745901639344,2054.28,156.06,12.532482940357353,0.7014754098360656,23.701857923497265,0,0,208,26,8,6211.72,9.82909090909091,0.021917808219178,0.0,2233.46,27.099890410958903,6241.46,Lúa thu đông,8.167331333322462,27.0,10,13.782,109.2197,0.3502385507246376,31,6.1,43,0.2
