Province,Year,T2M_mean,T2M_std,T2M_max,T2M_min,T2M_MAX_max,T2M_MIN_min,RH2M_mean,RH2M_std,CLOUD_AMT_mean,PRECTOTCORR_sum,PRECTOTCORR_max,PRECTOTCORR_std,GWETPROF_mean,CLRSKY_SFC_SW_DWN_mean,hot_day_sum,cold_day_sum,rainy_day_sum,heavy_rain_sum,dry_day_sum,GDD_sum,rain_intensity,dry_ratio,hot_ratio,PRECTOTCORR_sum_lag1,T2M_mean_lag1,GDD_sum_lag1,Commodity,Yield,Elevation,Landcover,Lat,Lon,Ndvi_mean,Soil_clay,Soil_ph,Soil_sand,Soil_soc
An Giang,2009,27.536383561643838,1.4994948108083366,31.38,21.72,38.42,16.31,78.47254794520548,8.313827408747887,75.19704109589041,1061.61,39.0,4.7619875920865775,0.6565753424657534,23.456438356164384,34,0,180,5,65,6400.78,5.86524861878453,0.1780821917808219,0.09315068493150686,1207.24,27.516830601092895,6411.16,Lúa,6.139422214247263,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2009,27.536383561643838,1.4994948108083366,31.38,21.72,38.42,16.31,78.47254794520548,8.313827408747887,75.19704109589041,1061.61,39.0,4.7619875920865775,0.6565753424657534,23.456438356164384,34,0,180,5,65,6400.78,5.86524861878453,0.1780821917808219,0.09315068493150686,1207.24,27.516830601092895,6411.16,Lúa hè thu,5.436628643852979,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2009,27.536383561643838,1.4994948108083366,31.38,21.72,38.42,16.31,78.47254794520548,8.313827408747887,75.19704109589041,1061.61,39.0,4.7619875920865775,0.6565753424657534,23.456438356164384,34,0,180,5,65,6400.78,5.86524861878453,0.1780821917808219,0.09315068493150686,1207.24,27.516830601092895,6411.16,Khoai lang,21.0,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2009,27.536383561643838,1.4994948108083366,31.38,21.72,38.42,16.31,78.47254794520548,8.313827408747887,75.19704109589041,1061.61,39.0,4.7619875920865775,0.6565753424657534,23.456438356164384,34,0,180,5,65,6400.78,5.86524861878453,0.1780821917808219,0.09315068493150686,1207.24,27.516830601092895,6411.16,Lúa đông xuân,7.164459632635626,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2009,27.536383561643838,1.4994948108083366,31.38,21.72,38.42,16.31,78.47254794520548,8.313827408747887,75.19704109589041,1061.61,39.0,4.7619875920865775,0.6565753424657534,23.456438356164384,34,0,180,5,65,6400.78,5.86524861878453,0.1780821917808219,0.09315068493150686,1207.24,27.516830601092895,6411.16,Sắn,26.0,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2009,27.536383561643838,1.4994948108083366,31.38,21.72,38.42,16.31,78.47254794520548,8.313827408747887,75.19704109589041,1061.61,39.0,4.7619875920865775,0.6565753424657534,23.456438356164384,34,0,180,5,65,6400.78,5.86524861878453,0.1780821917808219,0.09315068493150686,1207.24,27.516830601092895,6411.16,Lúa thu đông,10.667029468697208,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2010,28.44994520547945,2.3265370666000655,33.56,22.88,41.46,18.68,74.7997808219178,12.84809627819651,74.63786301369863,1033.08,47.0,5.06261379025518,0.6501643835616439,23.46986301369863,115,0,174,5,82,6734.23,5.903314285714285,0.22465753424657534,0.3150684931506849,1061.61,27.536383561643838,6400.78,Lúa mùa,4.314814814814815,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2010,28.44994520547945,2.3265370666000655,33.56,22.88,41.46,18.68,74.7997808219178,12.84809627819651,74.63786301369863,1033.08,47.0,5.06261379025518,0.6501643835616439,23.46986301369863,115,0,174,5,82,6734.23,5.903314285714285,0.22465753424657534,0.3150684931506849,1061.61,27.536383561643838,6400.78,Ngô,6.979591836734694,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2010,28.44994520547945,2.3265370666000655,33.56,22.88,41.46,18.68,74.7997808219178,12.84809627819651,74.63786301369863,1033.08,47.0,5.06261379025518,0.6501643835616439,23.46986301369863,115,0,174,5,82,6734.23,5.903314285714285,0.22465753424657534,0.3150684931506849,1061.61,27.536383561643838,6400.78,Lúa,6.227582679849983,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2010,28.44994520547945,2.3265370666000655,33.56,22.88,41.46,18.68,74.7997808219178,12.84809627819651,74.63786301369863,1033.08,47.0,5.06261379025518,0.6501643835616439,23.46986301369863,115,0,174,5,82,6734.23,5.903314285714285,0.22465753424657534,0.3150684931506849,1061.61,27.536383561643838,6400.78,Lúa hè thu,5.535734870317003,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2010,28.44994520547945,2.3265370666000655,33.56,22.88,41.46,18.68,74.7997808219178,12.84809627819651,74.63786301369863,1033.08,47.0,5.06261379025518,0.6501643835616439,23.46986301369863,115,0,174,5,82,6734.23,5.903314285714285,0.22465753424657534,0.3150684931506849,1061.61,27.536383561643838,6400.78,Khoai lang,18.5,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2010,28.44994520547945,2.3265370666000655,33.56,22.88,41.46,18.68,74.7997808219178,12.84809627819651,74.63786301369863,1033.08,47.0,5.06261379025518,0.6501643835616439,23.46986301369863,115,0,174,5,82,6734.23,5.903314285714285,0.22465753424657534,0.3150684931506849,1061.61,27.536383561643838,6400.78,Lúa đông xuân,7.296754910333049,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2010,28.44994520547945,2.3265370666000655,33.56,22.88,41.46,18.68,74.7997808219178,12.84809627819651,74.63786301369863,1033.08,47.0,5.06261379025518,0.6501643835616439,23.46986301369863,115,0,174,5,82,6734.23,5.903314285714285,0.22465753424657534,0.3150684931506849,1061.61,27.536383561643838,6400.78,Sắn,27.0,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2010,28.44994520547945,2.3265370666000655,33.56,22.88,41.46,18.68,74.7997808219178,12.84809627819651,74.63786301369863,1033.08,47.0,5.06261379025518,0.6501643835616439,23.46986301369863,115,0,174,5,82,6734.23,5.903314285714285,0.22465753424657534,0.3150684931506849,1061.61,27.536383561643838,6400.78,Lúa thu đông,11.942124318930217,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2011,27.39180821917808,1.5258735622436874,31.34,22.43,38.76,18.11,78.40509589041096,10.26331286639586,78.5785205479452,1282.23,43.02,6.252145654634738,0.6887945205479452,23.272657534246576,58,0,176,13,66,6348.01,7.244237288135594,0.18082191780821918,0.1589041095890411,1033.08,28.44994520547945,6734.23,Lúa mùa,4.314814814814815,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2011,27.39180821917808,1.5258735622436874,31.34,22.43,38.76,18.11,78.40509589041096,10.26331286639586,78.5785205479452,1282.23,43.02,6.252145654634738,0.6887945205479452,23.272657534246576,58,0,176,13,66,6348.01,7.244237288135594,0.18082191780821918,0.1589041095890411,1033.08,28.44994520547945,6734.23,Ngô,7.384615384615385,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2011,27.39180821917808,1.5258735622436874,31.34,22.43,38.76,18.11,78.40509589041096,10.26331286639586,78.5785205479452,1282.23,43.02,6.252145654634738,0.6887945205479452,23.272657534246576,58,0,176,13,66,6348.01,7.244237288135594,0.18082191780821918,0.1589041095890411,1033.08,28.44994520547945,6734.23,Lúa,6.347597103357472,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2011,27.39180821917808,1.5258735622436874,31.34,22.43,38.76,18.11,78.40509589041096,10.26331286639586,78.5785205479452,1282.23,43.02,6.252145654634738,0.6887945205479452,23.272657534246576,58,0,176,13,66,6348.01,7.244237288135594,0.18082191780821918,0.1589041095890411,1033.08,28.44994520547945,6734.23,Lúa hè thu,5.63048813744205,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2011,27.39180821917808,1.5258735622436874,31.34,22.43,38.76,18.11,78.40509589041096,10.26331286639586,78.5785205479452,1282.23,43.02,6.252145654634738,0.6887945205479452,23.272657534246576,58,0,176,13,66,6348.01,7.244237288135594,0.18082191780821918,0.1589041095890411,1033.08,28.44994520547945,6734.23,Khoai lang,21.333333333333332,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2011,27.39180821917808,1.5258735622436874,31.34,22.43,38.76,18.11,78.40509589041096,10.26331286639586,78.5785205479452,1282.23,43.02,6.252145654634738,0.6887945205479452,23.272657534246576,58,0,176,13,66,6348.01,7.244237288135594,0.18082191780821918,0.1589041095890411,1033.08,28.44994520547945,6734.23,Lúa đông xuân,7.510828025477707,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2011,27.39180821917808,1.5258735622436874,31.34,22.43,38.76,18.11,78.40509589041096,10.26331286639586,78.5785205479452,1282.23,43.02,6.252145654634738,0.6887945205479452,23.272657534246576,58,0,176,13,66,6348.01,7.244237288135594,0.18082191780821918,0.1589041095890411,1033.08,28.44994520547945,6734.23,Sắn,2.909090909090909,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2011,27.39180821917808,1.5258735622436874,31.34,22.43,38.76,18.11,78.40509589041096,10.26331286639586,78.5785205479452,1282.23,43.02,6.252145654634738,0.6887945205479452,23.272657534246576,58,0,176,13,66,6348.01,7.244237288135594,0.18082191780821918,0.1589041095890411,1033.08,28.44994520547945,6734.23,Lúa thu đông,12.836120610804944,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2012,27.565382513661202,1.3285865354012638,31.93,25.16,39.31,20.18,80.45896174863388,9.52347651577291,77.7279781420765,1372.22,48.9,6.113676871783605,0.7004918032786885,23.46909836065574,59,0,195,9,63,6428.93,7.001122448979592,0.1726027397260274,0.16164383561643836,1282.23,27.39180821917808,6348.01,Lúa mùa,5.033898305084746,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2012,27.565382513661202,1.3285865354012638,31.93,25.16,39.31,20.18,80.45896174863388,9.52347651577291,77.7279781420765,1372.22,48.9,6.113676871783605,0.7004918032786885,23.46909836065574,59,0,195,9,63,6428.93,7.001122448979592,0.1726027397260274,0.16164383561643836,1282.23,27.39180821917808,6348.01,Ngô,7.08411214953271,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2012,27.565382513661202,1.3285865354012638,31.93,25.16,39.31,20.18,80.45896174863388,9.52347651577291,77.7279781420765,1372.22,48.9,6.113676871783605,0.7004918032786885,23.46909836065574,59,0,195,9,63,6428.93,7.001122448979592,0.1726027397260274,0.16164383561643836,1282.23,27.39180821917808,6348.01,Lúa,6.305551111822108,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2012,27.565382513661202,1.3285865354012638,31.93,25.16,39.31,20.18,80.45896174863388,9.52347651577291,77.7279781420765,1372.22,48.9,6.113676871783605,0.7004918032786885,23.46909836065574,59,0,195,9,63,6428.93,7.001122448979592,0.1726027397260274,0.16164383561643836,1282.23,27.39180821917808,6348.01,Lúa hè thu,5.650404382989826,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2012,27.565382513661202,1.3285865354012638,31.93,25.16,39.31,20.18,80.45896174863388,9.52347651577291,77.7279781420765,1372.22,48.9,6.113676871783605,0.7004918032786885,23.46909836065574,59,0,195,9,63,6428.93,7.001122448979592,0.1726027397260274,0.16164383561643836,1282.23,27.39180821917808,6348.01,Khoai lang,18.666666666666668,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2012,27.565382513661202,1.3285865354012638,31.93,25.16,39.31,20.18,80.45896174863388,9.52347651577291,77.7279781420765,1372.22,48.9,6.113676871783605,0.7004918032786885,23.46909836065574,59,0,195,9,63,6428.93,7.001122448979592,0.1726027397260274,0.16164383561643836,1282.23,27.39180821917808,6348.01,Lúa đông xuân,7.401865197117423,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2012,27.565382513661202,1.3285865354012638,31.93,25.16,39.31,20.18,80.45896174863388,9.52347651577291,77.7279781420765,1372.22,48.9,6.113676871783605,0.7004918032786885,23.46909836065574,59,0,195,9,63,6428.93,7.001122448979592,0.1726027397260274,0.16164383561643836,1282.23,27.39180821917808,6348.01,Sắn,27.3,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2012,27.565382513661202,1.3285865354012638,31.93,25.16,39.31,20.18,80.45896174863388,9.52347651577291,77.7279781420765,1372.22,48.9,6.113676871783605,0.7004918032786885,23.46909836065574,59,0,195,9,63,6428.93,7.001122448979592,0.1726027397260274,0.16164383561643836,1282.23,27.39180821917808,6348.01,Lúa thu đông,13.46465346969601,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2013,27.957013698630135,1.8701500240486573,33.29,23.12,40.42,18.54,76.1172602739726,11.165277202145628,77.99895890410959,999.95,46.82,5.081381398651444,0.6497808219178083,23.32043835616438,77,0,164,6,92,6554.31,6.0603030303030305,0.25205479452054796,0.21095890410958903,1372.22,27.565382513661202,6428.93,Lúa mùa,5.074074074074074,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2013,27.957013698630135,1.8701500240486573,33.29,23.12,40.42,18.54,76.1172602739726,11.165277202145628,77.99895890410959,999.95,46.82,5.081381398651444,0.6497808219178083,23.32043835616438,77,0,164,6,92,6554.31,6.0603030303030305,0.25205479452054796,0.21095890410958903,1372.22,27.565382513661202,6428.93,Ngô,7.247787610619469,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2013,27.957013698630135,1.8701500240486573,33.29,23.12,40.42,18.54,76.1172602739726,11.165277202145628,77.99895890410959,999.95,46.82,5.081381398651444,0.6497808219178083,23.32043835616438,77,0,164,6,92,6554.31,6.0603030303030305,0.25205479452054796,0.21095890410958903,1372.22,27.565382513661202,6428.93,Lúa,6.2697224820704704,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2013,27.957013698630135,1.8701500240486573,33.29,23.12,40.42,18.54,76.1172602739726,11.165277202145628,77.99895890410959,999.95,46.82,5.081381398651444,0.6497808219178083,23.32043835616438,77,0,164,6,92,6554.31,6.0603030303030305,0.25205479452054796,0.21095890410958903,1372.22,27.565382513661202,6428.93,Lúa hè thu,5.641115858255843,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2013,27.957013698630135,1.8701500240486573,33.29,23.12,40.42,18.54,76.1172602739726,11.165277202145628,77.99895890410959,999.95,46.82,5.081381398651444,0.6497808219178083,23.32043835616438,77,0,164,6,92,6554.31,6.0603030303030305,0.25205479452054796,0.21095890410958903,1372.22,27.565382513661202,6428.93,Khoai lang,21.666666666666668,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2013,27.957013698630135,1.8701500240486573,33.29,23.12,40.42,18.54,76.1172602739726,11.165277202145628,77.99895890410959,999.95,46.82,5.081381398651444,0.6497808219178083,23.32043835616438,77,0,164,6,92,6554.31,6.0603030303030305,0.25205479452054796,0.21095890410958903,1372.22,27.565382513661202,6428.93,Lúa đông xuân,7.347333053338933,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2013,27.957013698630135,1.8701500240486573,33.29,23.12,40.42,18.54,76.1172602739726,11.165277202145628,77.99895890410959,999.95,46.82,5.081381398651444,0.6497808219178083,23.32043835616438,77,0,164,6,92,6554.31,6.0603030303030305,0.25205479452054796,0.21095890410958903,1372.22,27.565382513661202,6428.93,Sắn,25.714285714285715,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2013,27.957013698630135,1.8701500240486573,33.29,23.12,40.42,18.54,76.1172602739726,11.165277202145628,77.99895890410959,999.95,46.82,5.081381398651444,0.6497808219178083,23.32043835616438,77,0,164,6,92,6554.31,6.0603030303030305,0.25205479452054796,0.21095890410958903,1372.22,27.565382513661202,6428.93,Lúa thu đông,13.954548516982022,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2014,28.33909589041096,1.8720500615868878,33.99,23.42,40.81,17.17,73.20287671232876,11.931701135065213,72.33895890410959,957.96,38.27,4.680010874650112,0.6302739726027398,23.430109589041095,103,0,158,3,96,6693.77,6.0249056603773585,0.26301369863013696,0.2821917808219178,999.95,27.957013698630135,6554.31,Lúa mùa,4.764705882352941,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2014,28.33909589041096,1.8720500615868878,33.99,23.42,40.81,17.17,73.20287671232876,11.931701135065213,72.33895890410959,957.96,38.27,4.680010874650112,0.6302739726027398,23.430109589041095,103,0,158,3,96,6693.77,6.0249056603773585,0.26301369863013696,0.2821917808219178,999.95,27.957013698630135,6554.31,Ngô,8.072916666666666,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2014,28.33909589041096,1.8720500615868878,33.99,23.42,40.81,17.17,73.20287671232876,11.931701135065213,72.33895890410959,957.96,38.27,4.680010874650112,0.6302739726027398,23.430109589041095,103,0,158,3,96,6693.77,6.0249056603773585,0.26301369863013696,0.2821917808219178,999.95,27.957013698630135,6554.31,Lúa,6.4284116331096195,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2014,28.33909589041096,1.8720500615868878,33.99,23.42,40.81,17.17,73.20287671232876,11.931701135065213,72.33895890410959,957.96,38.27,4.680010874650112,0.6302739726027398,23.430109589041095,103,0,158,3,96,6693.77,6.0249056603773585,0.26301369863013696,0.2821917808219178,999.95,27.957013698630135,6554.31,Lúa hè thu,5.640396659707725,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2014,28.33909589041096,1.8720500615868878,33.99,23.42,40.81,17.17,73.20287671232876,11.931701135065213,72.33895890410959,957.96,38.27,4.680010874650112,0.6302739726027398,23.430109589041095,103,0,158,3,96,6693.77,6.0249056603773585,0.26301369863013696,0.2821917808219178,999.95,27.957013698630135,6554.31,Khoai lang,17.714285714285715,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2014,28.33909589041096,1.8720500615868878,33.99,23.42,40.81,17.17,73.20287671232876,11.931701135065213,72.33895890410959,957.96,38.27,4.680010874650112,0.6302739726027398,23.430109589041095,103,0,158,3,96,6693.77,6.0249056603773585,0.26301369863013696,0.2821917808219178,999.95,27.957013698630135,6554.31,Lúa đông xuân,7.735578947368421,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2014,28.33909589041096,1.8720500615868878,33.99,23.42,40.81,17.17,73.20287671232876,11.931701135065213,72.33895890410959,957.96,38.27,4.680010874650112,0.6302739726027398,23.430109589041095,103,0,158,3,96,6693.77,6.0249056603773585,0.26301369863013696,0.2821917808219178,999.95,27.957013698630135,6554.31,Sắn,24.25,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2014,28.33909589041096,1.8720500615868878,33.99,23.42,40.81,17.17,73.20287671232876,11.931701135065213,72.33895890410959,957.96,38.27,4.680010874650112,0.6302739726027398,23.430109589041095,103,0,158,3,96,6693.77,6.0249056603773585,0.26301369863013696,0.2821917808219178,999.95,27.957013698630135,6554.31,Lúa thu đông,13.437298923908466,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2015,28.365506849315068,1.7376980725370852,32.58,24.59,39.87,17.69,74.02230136986302,12.23556867673065,67.68367123287672,1095.19,34.7,5.377599141855334,0.6482191780821918,23.310931506849315,108,0,152,9,79,6703.41,7.158104575163399,0.21643835616438356,0.2958904109589041,957.96,28.33909589041096,6693.77,Lúa mùa,3.6226415094339623,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2015,28.365506849315068,1.7376980725370852,32.58,24.59,39.87,17.69,74.02230136986302,12.23556867673065,67.68367123287672,1095.19,34.7,5.377599141855334,0.6482191780821918,23.310931506849315,108,0,152,9,79,6703.41,7.158104575163399,0.21643835616438356,0.2958904109589041,957.96,28.33909589041096,6693.77,Ngô,7.406976744186046,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2015,28.365506849315068,1.7376980725370852,32.58,24.59,39.87,17.69,74.02230136986302,12.23556867673065,67.68367123287672,1095.19,34.7,5.377599141855334,0.6482191780821918,23.310931506849315,108,0,152,9,79,6703.41,7.158104575163399,0.21643835616438356,0.2958904109589041,957.96,28.33909589041096,6693.77,Lúa,6.323657249301459,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2015,28.365506849315068,1.7376980725370852,32.58,24.59,39.87,17.69,74.02230136986302,12.23556867673065,67.68367123287672,1095.19,34.7,5.377599141855334,0.6482191780821918,23.310931506849315,108,0,152,9,79,6703.41,7.158104575163399,0.21643835616438356,0.2958904109589041,957.96,28.33909589041096,6693.77,Lúa hè thu,5.621034224331751,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2015,28.365506849315068,1.7376980725370852,32.58,24.59,39.87,17.69,74.02230136986302,12.23556867673065,67.68367123287672,1095.19,34.7,5.377599141855334,0.6482191780821918,23.310931506849315,108,0,152,9,79,6703.41,7.158104575163399,0.21643835616438356,0.2958904109589041,957.96,28.33909589041096,6693.77,Khoai lang,17.0,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2015,28.365506849315068,1.7376980725370852,32.58,24.59,39.87,17.69,74.02230136986302,12.23556867673065,67.68367123287672,1095.19,34.7,5.377599141855334,0.6482191780821918,23.310931506849315,108,0,152,9,79,6703.41,7.158104575163399,0.21643835616438356,0.2958904109589041,957.96,28.33909589041096,6693.77,Lúa đông xuân,7.5624476110645436,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
An Giang,2015,28.365506849315068,1.7376980725370852,32.58,24.59,39.87,17.69,74.02230136986302,12.23556867673065,67.68367123287672,1095.19,34.7,5.377599141855334,0.6482191780821918,23.310931506849315,108,0,152,9,79,6703.41,7.158104575163399,0.21643835616438356,0.2958904109589041,957.96,28.33909589041096,6693.77,Sắn,22.0,-1.0,40,10.5149,105.1132,0.5879285294117648,44,5.5,27,1.2
