DisNo.,Disaster Group,Disaster Type,Event Name,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",Corrected province
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Tuyên Quang
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Sơn La
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Lào Cai
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Thái Nguyên
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Quảng Ninh
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Bắc Giang
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Hà Giang
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Ninh Bình
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Cao Bằng
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Lai Châu
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Bắc Ninh
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,
2009-0422-VNM,Natural,Storm,"Typhoon ""Pepeng"" (Parma)",,,2009,10.0,14.0,2009,10.0,14.0,,,,,200.0,273.0,Quảng Nam
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,Ninh Thuận
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,Kon Tum
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,Gia Lai
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,Quảng Ngãi
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,
2009-0478-VNM,Natural,Storm,"Tropical storm ""Mirinae"" (Santi)",,,2009,11.0,2.0,2009,11.0,2.0,124.0,500145.0,,,280000.0,381954.0,Quảng Nam
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,Kon Tum
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,Gia Lai
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,Quảng Ninh
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,Quảng Ngãi
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,Nghệ An
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,Quảng Nam
2009-0611-VNM,Natural,Flood,,15.19,108.02,2009,9.0,25.0,2009,9.0,28.0,17.0,40000.0,,,,,
2010-0308-VNM,Natural,Storm,Typhoon Conson (Basyang),,,2010,7.0,17.0,2010,7.0,17.0,11.0,1500.0,,,500.0,671.0,Thanh Hóa
2010-0308-VNM,Natural,Storm,Typhoon Conson (Basyang),,,2010,7.0,17.0,2010,7.0,17.0,11.0,1500.0,,,500.0,671.0,Quảng Ninh
2010-0308-VNM,Natural,Storm,Typhoon Conson (Basyang),,,2010,7.0,17.0,2010,7.0,17.0,11.0,1500.0,,,500.0,671.0,Quảng Ngãi
2010-0332-VNM,Natural,Storm,Typhoon Chanthu,22.11,105.95,2010,7.0,23.0,2010,7.0,25.0,10.0,12400.0,,,,,Lào Cai
2010-0332-VNM,Natural,Storm,Typhoon Chanthu,22.11,105.95,2010,7.0,23.0,2010,7.0,25.0,10.0,12400.0,,,,,Hà Giang
2010-0332-VNM,Natural,Storm,Typhoon Chanthu,22.11,105.95,2010,7.0,23.0,2010,7.0,25.0,10.0,12400.0,,,,,Cao Bằng
2010-0432-VNM,Natural,Storm,Typhoon Mindulle,,,2010,8.0,24.0,2010,8.0,25.0,14.0,20700.0,,,44000.0,59053.0,Thanh Hóa
2010-0432-VNM,Natural,Storm,Typhoon Mindulle,,,2010,8.0,24.0,2010,8.0,25.0,14.0,20700.0,,,44000.0,59053.0,Nghệ An
2010-0432-VNM,Natural,Storm,Typhoon Mindulle,,,2010,8.0,24.0,2010,8.0,25.0,14.0,20700.0,,,44000.0,59053.0,
2010-0515-VNM,Natural,Flood,,,,2010,10.0,1.0,2010,10.0,6.0,84.0,679825.0,,,142500.0,191251.0,Quảng Ninh
2010-0515-VNM,Natural,Flood,,,,2010,10.0,1.0,2010,10.0,6.0,84.0,679825.0,,,142500.0,191251.0,
2010-0515-VNM,Natural,Flood,,,,2010,10.0,1.0,2010,10.0,6.0,84.0,679825.0,,,142500.0,191251.0,
2010-0515-VNM,Natural,Flood,,,,2010,10.0,1.0,2010,10.0,6.0,84.0,679825.0,,,142500.0,191251.0,Nghệ An
2010-0515-VNM,Natural,Flood,,,,2010,10.0,1.0,2010,10.0,6.0,84.0,679825.0,,,142500.0,191251.0,
2010-0539-VNM,Natural,Flood,,,,2010,10.0,14.0,2010,10.0,18.0,21.0,761000.0,,,154000.0,206685.0,Nghệ An
2010-0539-VNM,Natural,Flood,,,,2010,10.0,14.0,2010,10.0,18.0,21.0,761000.0,,,154000.0,206685.0,Quảng Ninh
2010-0539-VNM,Natural,Flood,,,,2010,10.0,14.0,2010,10.0,18.0,21.0,761000.0,,,154000.0,206685.0,
2010-0573-VNM,Natural,Flood,,12.52,108.9,2010,10.0,29.0,2010,11.0,10.0,31.0,39008.0,,,107700.0,144545.0,Ninh Thuận
2010-0573-VNM,Natural,Flood,,12.52,108.9,2010,10.0,29.0,2010,11.0,10.0,31.0,39008.0,,,107700.0,144545.0,
2010-0573-VNM,Natural,Flood,,12.52,108.9,2010,10.0,29.0,2010,11.0,10.0,31.0,39008.0,,,107700.0,144545.0,
2010-0573-VNM,Natural,Flood,,12.52,108.9,2010,10.0,29.0,2010,11.0,10.0,31.0,39008.0,,,107700.0,144545.0,
2010-0573-VNM,Natural,Flood,,12.52,108.9,2010,10.0,29.0,2010,11.0,10.0,31.0,39008.0,,,107700.0,144545.0,
2010-0573-VNM,Natural,Flood,,12.52,108.9,2010,10.0,29.0,2010,11.0,10.0,31.0,39008.0,,,107700.0,144545.0,Quảng Ngãi
2010-0597-VNM,Natural,Flood,,15.1821,108.8,2010,11.0,12.0,2010,11.0,17.0,50.0,10000.0,,,256000.0,343581.0,Quảng Nam
2010-0597-VNM,Natural,Flood,,15.1821,108.8,2010,11.0,12.0,2010,11.0,17.0,50.0,10000.0,,,256000.0,343581.0,
2010-0597-VNM,Natural,Flood,,15.1821,108.8,2010,11.0,12.0,2010,11.0,17.0,50.0,10000.0,,,256000.0,343581.0,Quảng Ngãi
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Thanh Hóa
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Tuyên Quang
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Sơn La
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Lào Cai
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Thái Nguyên
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Quảng Ninh
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Bắc Giang
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Hà Giang
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Ninh Bình
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Cao Bằng
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Lai Châu
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Bắc Ninh
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,
2011-0232-VNM,Natural,Storm,,,,2011,6.0,22.0,2011,6.0,26.0,16.0,63.0,,,,,Quảng Nam
2011-0359-VNM,Natural,Flood,,,,2011,9.0,14.0,2011,9.0,14.0,24.0,300000.0,,,44000.0,57246.0,Lào Cai
2011-0394-VNM,Natural,Flood,,,,2011,9.0,,2011,12.0,,85.0,600000.0,,,175002.0,227685.0,
2011-0394-VNM,Natural,Flood,,,,2011,9.0,,2011,12.0,,85.0,600000.0,,,175002.0,227685.0,Kiên Giang
2011-0394-VNM,Natural,Flood,,,,2011,9.0,,2011,12.0,,85.0,600000.0,,,175002.0,227685.0,Long An
2011-0394-VNM,Natural,Flood,,,,2011,9.0,,2011,12.0,,85.0,600000.0,,,175002.0,227685.0,Vĩnh Long
2011-0394-VNM,Natural,Flood,,,,2011,9.0,,2011,12.0,,85.0,600000.0,,,175002.0,227685.0,An Giang
2011-0394-VNM,Natural,Flood,,,,2011,9.0,,2011,12.0,,85.0,600000.0,,,175002.0,227685.0,
2011-0394-VNM,Natural,Flood,,,,2011,9.0,,2011,12.0,,85.0,600000.0,,,175002.0,227685.0,Hậu Giang
2011-0396-VNM,Natural,Flood,,,,2011,10.0,21.0,2011,10.0,21.0,13.0,461584.0,,,,,Quảng Ninh
2011-0396-VNM,Natural,Flood,,,,2011,10.0,21.0,2011,10.0,21.0,13.0,461584.0,,,,,Quảng Nam
2011-0396-VNM,Natural,Flood,,,,2011,10.0,21.0,2011,10.0,21.0,13.0,461584.0,,,,,
2011-0396-VNM,Natural,Flood,,,,2011,10.0,21.0,2011,10.0,21.0,13.0,461584.0,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Thanh Hóa
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Kon Tum
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Quảng Ninh
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Tuyên Quang
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Sơn La
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Lào Cai
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Thái Nguyên
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Quảng Ninh
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Bắc Giang
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Hà Giang
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Gia Lai
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Ninh Bình
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Cao Bằng
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Quảng Ngãi
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Quảng Nam
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Lai Châu
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Bắc Ninh
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Nghệ An
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,
2011-0576-VNM,Natural,Storm,Tropical Storm Haima (Egay),,,2011,6.0,19.0,2011,6.0,24.0,,,,,,,Quảng Nam
2012-0259-VNM,Natural,Storm,Typhoon Vicente,,,2012,7.0,26.0,2012,7.0,27.0,10.0,3.0,,,,,Hà Giang
2012-0259-VNM,Natural,Storm,Typhoon Vicente,,,2012,7.0,26.0,2012,7.0,27.0,10.0,3.0,,,,,
2012-0259-VNM,Natural,Storm,Typhoon Vicente,,,2012,7.0,26.0,2012,7.0,27.0,10.0,3.0,,,,,Tuyên Quang
2012-0259-VNM,Natural,Storm,Typhoon Vicente,,,2012,7.0,26.0,2012,7.0,27.0,10.0,3.0,,,,,
2012-0259-VNM,Natural,Storm,Typhoon Vicente,,,2012,7.0,26.0,2012,7.0,27.0,10.0,3.0,,,,,Cao Bằng
2012-0294-VNM,Natural,Storm,TYphoon Kai-Tak,,,2012,8.0,17.0,2012,8.0,17.0,17.0,60479.0,,,6800.0,8668.0,
2012-0294-VNM,Natural,Storm,TYphoon Kai-Tak,,,2012,8.0,17.0,2012,8.0,17.0,17.0,60479.0,,,6800.0,8668.0,Quảng Ninh
2012-0294-VNM,Natural,Storm,TYphoon Kai-Tak,,,2012,8.0,17.0,2012,8.0,17.0,17.0,60479.0,,,6800.0,8668.0,
2012-0294-VNM,Natural,Storm,TYphoon Kai-Tak,,,2012,8.0,17.0,2012,8.0,17.0,17.0,60479.0,,,6800.0,8668.0,
2012-0351-VNM,Natural,Flood,,38.19,126.24,2012,9.0,2.0,2012,9.0,11.0,34.0,17540.0,2000.0,2549.0,30000.0,38240.0,Thanh Hóa
2012-0351-VNM,Natural,Flood,,38.19,126.24,2012,9.0,2.0,2012,9.0,11.0,34.0,17540.0,2000.0,2549.0,30000.0,38240.0,Nghệ An
2012-0351-VNM,Natural,Flood,,38.19,126.24,2012,9.0,2.0,2012,9.0,11.0,34.0,17540.0,2000.0,2549.0,30000.0,38240.0,
2012-0351-VNM,Natural,Flood,,38.19,126.24,2012,9.0,2.0,2012,9.0,11.0,34.0,17540.0,2000.0,2549.0,30000.0,38240.0,Ninh Bình
2012-0406-VNM,Natural,Storm,Typhoon Son Tinh (Ofel),,,2012,10.0,28.0,2012,10.0,28.0,11.0,278490.0,,,336000.0,428287.0,
2012-0406-VNM,Natural,Storm,Typhoon Son Tinh (Ofel),,,2012,10.0,28.0,2012,10.0,28.0,11.0,278490.0,,,336000.0,428287.0,Thanh Hóa
2012-0406-VNM,Natural,Storm,Typhoon Son Tinh (Ofel),,,2012,10.0,28.0,2012,10.0,28.0,11.0,278490.0,,,336000.0,428287.0,Nghệ An
2012-0406-VNM,Natural,Storm,Typhoon Son Tinh (Ofel),,,2012,10.0,28.0,2012,10.0,28.0,11.0,278490.0,,,336000.0,428287.0,Ninh Bình
2012-0406-VNM,Natural,Storm,Typhoon Son Tinh (Ofel),,,2012,10.0,28.0,2012,10.0,28.0,11.0,278490.0,,,336000.0,428287.0,
2012-0406-VNM,Natural,Storm,Typhoon Son Tinh (Ofel),,,2012,10.0,28.0,2012,10.0,28.0,11.0,278490.0,,,336000.0,428287.0,
2013-0266-VNM,Natural,Flood,,,,2013,7.0,28.0,2013,7.0,30.0,5.0,5000.0,,,6500.0,8166.0,Tuyên Quang
2013-0266-VNM,Natural,Flood,,,,2013,7.0,28.0,2013,7.0,30.0,5.0,5000.0,,,6500.0,8166.0,Lào Cai
2013-0266-VNM,Natural,Flood,,,,2013,7.0,28.0,2013,7.0,30.0,5.0,5000.0,,,6500.0,8166.0,Quảng Ninh
2013-0266-VNM,Natural,Flood,,,,2013,7.0,28.0,2013,7.0,30.0,5.0,5000.0,,,6500.0,8166.0,Sơn La
2013-0333-VNM,Natural,Flood,,,,2013,9.0,,2013,9.0,,23.0,,,,,,Lào Cai
2013-0333-VNM,Natural,Flood,,,,2013,9.0,,2013,9.0,,23.0,,,,,,Hà Giang
2013-0333-VNM,Natural,Flood,,,,2013,9.0,,2013,9.0,,23.0,,,,,,Lai Châu
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Thanh Hóa
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Tuyên Quang
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Sơn La
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Lào Cai
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Thái Nguyên
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Quảng Ninh
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Bắc Giang
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Hà Giang
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Ninh Bình
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,Cao Bằng
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
2013-0341-VNM,Natural,Storm,Tropical storm Jebi,,,2013,8.0,2.0,2013,8.0,3.0,7.0,5011.0,,,1000.0,1256.0,
