"Sản lượng một số cây lâu năm chủ yếu chia theo Sản lượng và chỉ số phát triển, Một số cây lâu năm và Năm"

"Sản lượng và chỉ số phát triển","Một số cây lâu năm","2005","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Sản lượng (Nghìn tấn)","Cây ăn quả:",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Sản lượng (Nghìn tấn)","Nho",28.6,28.2,26.3,24.0,16.7,14.7,16.3,19.2,23.9,31.0,26.8,26.3,25.2,26.1,27.5,..,..,..
"Sản lượng (Nghìn tấn)","Chuối",..,..,..,..,1631.9,1717.0,1776.9,1853.3,1906.1,1981.0,1983.3,2041.5,2095.6,2194.2,2267.5,2348.2,2493.4,2639.6
"Sản lượng (Nghìn tấn)","Xoài",367.8,471.1,541.6,554.0,630.3,642.4,664.8,684.9,691.5,709.7,721.7,739.5,783.0,839.0,894.8,1001.5,965.9,1021.5
"Sản lượng (Nghìn tấn)","Cam, quýt",601.3,654.7,678.6,693.5,677.8,699.3,723.1,718.9,770.7,755.7,833.8,956.5,1100.8,1245.7,1371.6,1788.5,1969.3,1995.4
"Sản lượng (Nghìn tấn)","Nhãn",612.1,653.3,642.5,606.4,544.4,576.4,536.6,537.5,512.0,507.0,493.0,495.4,563.3,527.6,568.2,611.2,627.0,660.2
"Sản lượng (Nghìn tấn)","Vải",398.8,672.9,686.0,557.4,521.3,420.9,336.4,314.8,368.6,356.6,307.7,232.7,389.0,269.6,315.4,381.1,375.3,385.1
"Sản lượng (Nghìn tấn)","Chôm chôm",..,..,..,..,0.0,304.4,311.9,314.1,327.4,358.5,340.7,330.3,342.8,352.4,321.2,307.9,314.2,313.2
"Sản lượng (Nghìn tấn)","Bưởi",..,..,..,..,407.2,424.5,439.6,442.1,450.4,471.9,497.8,562.0,653.7,818.9,932.0,1037.3,1142.5,1202.4
"Sản lượng (Nghìn tấn)","Cây công nghiệp lâu năm:",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Sản lượng (Nghìn tấn)","Điều",240.2,312.4,308.5,291.9,304.2,314.1,304.0,277.7,345.2,348.5,304.8,212.3,266.3,283.3,348.5,399.3,328.8,351.5
"Sản lượng (Nghìn tấn)","Cao su (Mủ khô)",481.6,605.8,660.0,711.3,747.2,809.6,876.4,945.5,969.8,1013.3,1030.0,1090.2,1138.3,1185.2,1226.1,1272.0,1338.1,1270.1
"Sản lượng (Nghìn tấn)","Cà phê (Nhân)",752.1,915.8,1055.8,1057.5,1171.3,1272.0,1265.4,1385.0,1424.8,1473.4,1504.7,1575.3,1616.3,1684.0,1763.5,1838.0,1954.0,1956.7
"Sản lượng (Nghìn tấn)","chè (Búp tươi)",570.0,705.9,746.2,771.0,845.4,873.1,894.6,907.1,950.8,967.8,967.6,975.1,993.8,1017.6,1065.0,1091.1,1116.7,1125.0
"Sản lượng (Nghìn tấn)","Hồ tiêu",80.3,89.3,98.3,108.0,115.9,119.2,133.8,145.1,169.6,202.2,229.8,252.5,264.4,264.9,270.2,275.8,272.2,257.2
"Chỉ số phát triển (Năm trước =100) - %","Cây ăn quả:",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chỉ số phát triển (Năm trước =100) - %","Nho",114.4,92.2,93.3,91.3,69.6,88.0,110.9,117.8,124.5,129.7,86.5,98.1,95.8,103.6,105.4,..,..,..
"Chỉ số phát triển (Năm trước =100) - %","Chuối",..,..,..,..,..,105.2,103.5,104.3,102.8,103.9,100.1,102.9,102.7,104.7,103.3,103.6,106.2,105.9
"Chỉ số phát triển (Năm trước =100) - %","Xoài",108.9,119.6,115.0,102.3,104.7,101.9,103.5,103.0,101.0,102.6,101.7,102.5,105.9,107.2,106.7,111.9,96.4,105.8
"Chỉ số phát triển (Năm trước =100) - %","Cam, quýt",111.2,107.2,103.7,102.2,105.1,103.2,103.4,99.4,107.2,98.1,110.3,114.7,115.1,113.2,110.1,130.4,110.1,101.3
"Chỉ số phát triển (Năm trước =100) - %","Nhãn",100.9,111.1,98.3,94.4,94.6,105.9,93.1,100.2,95.3,99.0,97.2,100.5,113.7,93.7,107.7,107.6,102.6,105.3
"Chỉ số phát triển (Năm trước =100) - %","Vải",78.6,174.0,101.9,81.3,93.7,80.7,79.9,93.6,117.1,96.7,86.3,75.6,167.2,69.3,117.0,120.8,98.5,102.6
"Chỉ số phát triển (Năm trước =100) - %","Chôm chôm",..,..,..,..,..,..,102.5,100.7,104.2,109.5,95.0,96.9,103.8,102.8,91.1,95.9,102.0,99.7
"Chỉ số phát triển (Năm trước =100) - %","Bưởi",..,..,..,..,..,104.2,103.6,100.6,101.9,104.8,105.5,112.9,116.3,125.3,113.8,111.3,110.1,105.2
"Chỉ số phát triển (Năm trước =100) - %","Cây công nghiệp lâu năm:",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chỉ số phát triển (Năm trước =100) - %","Điều",117.3,114.4,98.8,94.6,106.4,103.3,96.8,91.3,124.3,101.0,87.5,69.7,125.4,106.4,123.0,114.6,82.3,106.9
"Chỉ số phát triển (Năm trước =100) - %","Cao su (Mủ khô)",114.9,109.1,108.9,107.8,105.7,108.4,108.3,107.9,102.6,104.5,101.6,105.8,104.4,104.1,103.5,103.7,105.2,94.9
"Chỉ số phát triển (Năm trước =100) - %","Cà phê (Nhân)",90.0,92.9,115.3,100.2,104.1,108.6,99.5,109.5,102.9,103.4,102.1,104.7,102.6,104.2,104.7,104.2,106.3,100.1
"Chỉ số phát triển (Năm trước =100) - %","chè (Búp tươi)",110.9,108.8,105.7,103.3,108.2,103.3,102.5,101.4,104.8,101.8,100.0,100.8,101.9,102.4,104.7,102.5,102.3,100.7
"Chỉ số phát triển (Năm trước =100) - %","Hồ tiêu",109.4,113.2,110.1,109.9,97.6,102.8,112.2,108.4,116.9,119.2,113.6,109.9,104.7,100.2,102.0,102.1,98.7,94.5
